title_id,genre_id
tm22493,5
tm164557,6
tm164557,1
tm164557,4
tm164557,17
tm164557,2
tm164557,3
tm164557,14
tm112381,3
tm112381,5
tm71119,1
tm71119,3
tm134235,9
tm134235,2
tm134235,1
tm86995,3
tm86995,8
ts17028,1
ts17028,15
ts17028,8
ts17028,19
ts17028,2
tm137530,6
tm137530,14
ts25765,15
ts25765,14
ts25765,2
ts25765,1
ts25765,6
ts25765,9
ts25765,11
ts3666,15
ts3666,2
ts3666,3
ts3666,6
ts42914,3
ts42914,9
ts42914,14
ts42914,1
ts42914,2
ts42914,8
ts42914,7
tm100688,6
tm100688,7
tm100688,10
tm31290,11
tm31290,17
tm36475,6
tm36475,14
tm80059,9
tm80059,2
tm80059,1
tm80059,8
tm53999,3
tm22636,3
tm22636,4
tm30289,3
tm30289,5
tm38896,17
tm38896,11
tm38896,5
tm38896,18
tm38896,7
tm29269,14
tm29269,10
tm29269,18
tm29269,1
tm29269,6
tm156001,3
tm156001,6
tm156001,14
ts21664,3
tm73058,3
tm73058,6
tm73058,9
tm73058,14
tm73058,17
tm73058,1
tm76835,3
tm76835,6
tm76835,14
ts1464,1
ts1464,4
ts1464,6
ts1464,17
ts1464,3
tm48083,6
tm48083,3
tm48083,7
tm33981,4
tm33981,15
tm33981,6
tm33981,17
tm33981,1
tm33981,3
tm80339,3
tm80339,1
tm80339,2
tm80339,9
ts72322,6
ts72322,1
ts52849,3
ts52849,8
ts52849,9
ts52849,12
ts52849,2
ts52849,7
tm165259,6
tm97544,2
tm97544,14
tm97544,3
tm97544,8
tm65142,6
tm65142,3
tm65142,2
tm65142,1
ts14102,2
tm22342,17
tm22342,6
tm22342,4
tm22342,1
tm24576,1
tm24576,2
tm41508,3
tm41508,4
tm41508,6
ts74928,5
ts74928,10
ts74928,18
ts74928,7
tm52352,5
tm52352,12
tm170873,3
tm170873,6
tm176297,3
ts74931,1
ts74931,3
ts74931,8
ts74931,2
tm110923,6
tm110923,3
tm110923,14
tm110923,18
tm150521,17
tm75022,3
tm177687,9
tm177687,3
tm177687,6
tm177687,2
tm177687,1
tm22989,3
tm22989,5
ts98252,2
ts98252,3
ts98252,8
tm156575,6
tm156575,3
ts20358,3
ts44053,18
ts23319,3
ts23319,9
ts23319,2
ts23319,8
ts23319,7
tm91046,6
tm61056,6
tm61056,3
tm61056,14
tm138497,3
tm138497,4
tm93612,9
tm93612,2
tm93612,1
tm81461,6
tm81461,3
tm32915,6
tm32915,3
tm32915,4
ts63295,6
tm96037,1
tm96037,2
tm96037,9
tm36164,9
tm36164,2
tm36164,1
tm147494,1
tm147494,2
tm147494,9
tm31564,17
tm31564,4
tm31564,6
tm95238,9
tm95238,11
tm95238,3
tm95238,8
tm54147,6
tm54147,3
tm54147,14
tm99776,3
tm99776,5
tm30170,17
tm30170,4
tm30170,1
tm30170,7
tm37945,6
tm37945,12
tm25029,14
tm25029,6
tm59880,3
tm34524,1
tm34524,2
tm34524,3
tm34524,6
tm34524,9
tm83175,14
tm83175,4
tm83175,3
tm65839,17
tm65839,7
tm65839,4
tm65839,6
tm89936,17
tm89936,9
tm89936,1
tm89936,3
tm22540,3
tm22540,4
tm34846,9
tm34846,6
tm34846,2
tm34846,1
tm32885,3
tm32885,6
tm32885,10
tm32885,4
ts44663,2
ts44663,3
ts44663,7
tm82765,6
tm82765,7
tm170169,17
tm170169,15
tm170169,11
tm44749,17
tm44749,3
tm44749,6
tm44749,14
tm47325,3
tm47325,7
tm146887,6
tm146887,3
tm144345,6
tm144345,3
tm144345,14
tm70222,6
tm70222,4
tm70222,17
tm70222,1
tm92977,3
tm92977,17
tm92977,14
tm92977,6
ts37200,2
ts37200,8
ts37200,7
tm98975,6
tm98975,14
tm25842,5
tm43179,3
tm43179,6
tm43179,1
tm43179,4
tm95434,14
tm95434,3
tm95434,6
tm23441,6
tm23441,14
tm418157,5
tm86051,4
tm86051,1
tm86051,6
tm86051,10
tm44634,3
tm44634,5
tm62369,17
tm62369,1
tm62369,4
tm23077,6
tm23077,8
tm23077,14
tm31335,3
tm31335,4
tm139349,3
tm139349,5
tm85243,3
tm165809,6
tm165809,3
tm165809,14
tm165809,17
tm165809,4
tm89764,9
tm89764,1
tm89764,3
tm89764,2
tm68191,6
tm68191,7
tm68191,3
tm68191,18
tm51493,3
tm51493,6
ts56589,2
ts56589,3
ts56589,8
ts1413,6
ts1413,14
tm175687,18
tm175687,5
ts98353,2
tm49405,1
tm49405,2
tm49405,9
tm96168,17
tm96168,4
tm96168,6
tm96168,14
tm96168,1
tm72587,14
tm72587,5
tm72587,6
tm72587,7
tm88366,6
tm88366,14
tm88366,17
tm88366,1
tm88366,3
tm101684,14
tm101684,3
tm38454,3
tm38454,5
tm164389,9
tm164389,6
tm164389,14
tm164389,3
tm77863,3
tm77863,6
tm77863,14
ts137477,6
tm138902,9
tm138902,17
tm138902,2
tm138902,1
ts4866,6
ts4866,3
ts4866,14
tm149209,6
tm149209,4
tm149209,1
tm149209,17
ts34414,3
tm147686,3
tm147686,5
tm82718,15
tm82718,3
tm39557,6
tm39557,3
tm39557,14
tm22558,6
tm22558,3
tm22558,8
ts204466,3
ts204466,6
ts204466,14
tm164591,1
tm164591,6
tm164591,4
tm106625,6
tm106625,3
tm106625,4
tm106625,14
ts18653,1
ts18653,2
ts18653,3
tm352863,11
ts67595,6
ts67595,3
tm29731,3
tm29731,6
tm29731,14
tm80455,17
tm80455,4
tm80455,6
tm84348,4
tm144835,5
tm129971,14
tm129971,6
tm41953,3
tm103133,17
tm103133,6
tm103133,14
tm421611,3
ts29199,3
tm155761,1
tm155761,3
tm155761,14
tm75544,6
tm75544,16
tm75544,17
tm29028,14
tm29028,6
tm29028,7
tm93004,1
tm93004,6
tm93004,17
tm23977,17
tm23977,6
tm23977,12
tm78790,3
tm78790,6
tm78790,14
tm44530,14
tm44530,6
tm102848,6
tm102848,3
tm96595,6
tm96595,14
tm96595,18
tm96595,1
tm56428,3
tm155774,6
tm44378,6
tm44378,12
tm97982,6
tm97982,3
tm97982,4
tm27484,14
tm27484,3
tm27484,6
tm145243,3
tm145243,6
tm145243,14
tm77348,6
tm77348,3
tm77348,14
ts178360,1
ts178360,4
ts178360,11
ts178360,17
ts178360,18
tm111226,1
tm111226,3
tm111226,4
tm111226,6
tm111226,17
tm237621,11
tm237621,17
tm104349,17
tm104349,6
tm104349,1
tm104349,4
tm152724,17
tm152724,1
tm152724,4
tm152724,6
tm152724,14
tm152724,16
tm69694,17
tm69694,4
tm69694,14
tm69694,3
tm69694,6
tm105278,2
tm105278,9
tm105278,1
tm105278,14
tm105278,3
tm80487,8
tm80487,2
tm33729,6
tm33729,17
tm33729,3
tm129763,3
tm129763,6
tm130301,6
tm130301,4
tm130301,1
tm141117,3
tm141117,6
tm141117,14
tm35652,6
tm49865,17
tm49865,1
tm49865,4
tm49865,6
tm254745,5
tm254745,10
tm134140,6
tm134140,3
tm134140,14
ts82592,6
ts82592,17
tm114504,6
tm114504,10
tm114504,1
tm76029,14
tm76029,6
tm76029,7
tm76029,18
tm33067,6
tm33067,1
tm33067,17
tm33067,4
tm33067,3
tm103732,6
tm712151,3
tm98475,6
tm98475,3
tm98475,8
tm34924,17
tm34924,1
tm101609,6
tm101609,17
tm101609,4
ts98316,5
tm216753,5
tm216753,4
tm112235,6
tm112235,18
tm112235,1
tm101540,3
tm96052,6
tm134407,6
tm134407,14
tm134407,3
tm81864,1
tm81864,6
tm81864,3
tm81864,4
tm346951,6
tm346951,3
tm144263,3
tm144263,4
tm144263,6
ts124246,2
ts124246,1
tm85689,17
tm85689,6
tm85689,11
ts12444,6
tm87909,2
tm368679,5
tm897538,6
tm91323,6
tm91323,14
tm91323,3
tm36636,3
tm36636,6
tm36636,17
tm52176,3
tm52176,6
ts95855,6
tm178555,3
tm178555,6
tm178555,8
tm42831,3
tm42831,1
tm42831,6
tm42831,9
tm135795,6
tm254052,11
tm254052,17
tm254052,6
tm254052,14
tm166293,6
tm166293,8
tm166293,9
tm166293,3
tm99450,6
tm99450,14
tm99450,3
tm154375,6
tm154375,3
tm154375,14
tm241875,5
tm241875,12
tm241875,6
tm97325,6
tm97325,3
tm85563,6
tm85563,7
tm95507,6
tm95507,12
tm95507,14
tm95507,3
tm308960,3
tm308960,5
tm154802,11
tm154802,17
tm154802,6
tm21155,6
tm21155,7
tm46867,6
tm46867,8
tm46867,3
tm140653,14
tm140653,3
tm160596,6
tm160596,7
tm160596,8
tm160596,18
tm76399,14
tm76399,6
tm226362,18
tm456581,5
tm456581,6
tm456581,17
tm84316,4
tm84316,1
tm84316,10
ts39604,6
tm168869,3
tm352243,5
tm352243,4
tm89012,3
tm89012,1
tm89012,14
ts160526,13
ts19384,5
tm130999,3
tm130999,6
ts23353,6
ts23353,3
tm87672,6
tm87672,8
tm27275,6
tm27275,14
tm27275,3
ts23797,1
ts23797,3
ts23797,16
ts23797,4
tm85369,14
tm85369,6
tm85369,3
tm85369,16
tm143510,3
tm143510,6
tm311516,14
tm311516,3
tm311516,6
tm476570,3
tm148041,3
tm148041,6
tm148041,14
tm152413,6
tm21956,3
tm21956,17
ts70843,6
ts70843,14
ts70843,3
tm57586,1
tm57586,6
tm57586,17
ts25707,6
tm91125,14
tm91125,1
