title_id,country_id
tm243100,233
ts38304,230
ts36952,233
tm150928,233
ts35793,233
ts39007,233
ts35201,114
ts36147,233
ts36550,233
tm242705,20
tm242705,75
tm120108,233
tm120108,48
tm206698,233
ts38199,233
tm239727,233
tm199607,13
tm199607,233
ts53051,233
ts47714,38
ts21869,233
tm204163,233
tm135307,233
ts42170,77
ts70529,167
tm138905,233
tm137693,233
ts18010,233
ts38718,38
tm136465,233
ts42120,38
tm195209,233
tm195209,75
tm195209,77
ts36631,233
ts42062,75
ts41956,233
ts52922,233
ts36015,233
ts21981,233
ts38710,233
ts38710,38
tm120609,233
ts35253,38
ts35554,233
ts38090,38
ts38090,75
tm233377,233
ts42014,233
tm193769,77
tm193769,233
ts35563,233
ts36129,233
tm233425,114
ts42077,77
ts42077,110
ts42687,77
ts38734,77
tm143984,22
tm143984,77
tm143984,233
tm212927,233
ts53099,70
ts53664,103
tm143085,157
tm143085,247
tm143085,233
tm209987,233
ts42022,10
ts38415,38
tm137002,105
ts43209,57
tm239676,233
ts42169,114
ts41289,77
tm138297,233
ts38511,233
tm245271,114
tm134791,233
ts21986,233
ts41149,233
ts52829,77
tm135106,233
ts35775,233
ts41975,233
tm196125,233
ts41490,233
ts36177,13
ts37464,167
tm196296,68
tm196296,233
tm196296,77
ts37971,233
ts21885,233
tm233214,77
tm233214,108
tm233214,113
tm233214,187
ts38783,13
tm219233,77
tm219233,233
ts36983,233
ts41963,233
ts52838,31
ts38204,233
tm199700,57
tm199700,77
tm199700,233
tm199700,20
tm199700,59
tm200126,38
tm200126,233
tm132273,233
ts36046,233
ts36545,233
tm139532,233
ts36856,233
tm219248,233
tm220594,230
tm220594,77
tm220594,233
ts35362,68
tm239743,233
tm138614,233
tm205890,233
tm205890,75
tm205890,134
tm205890,77
tm139841,77
tm139841,233
tm139841,38
tm233521,233
ts35354,233
tm244788,233
tm208622,233
tm208622,43
ts38758,114
tm204035,233
ts41913,233
tm134516,48
ts42655,13
ts3844,233
ts53287,233
tm136321,233
tm233465,233
ts42156,38
tm136257,233
tm136257,82
ts41906,114
ts38116,114
tm140843,233
tm238722,233
ts35256,233
ts53249,233
tm239683,233
tm147082,233
ts42043,114
tm206512,233
tm200690,233
tm155102,77
tm155102,233
tm205812,102
tm205812,247
ts35577,114
tm235405,38
tm245378,233
ts52830,233
tm225308,38
tm225308,57
tm225308,77
tm230551,95
tm230551,48
ts38731,77
ts38731,102
ts42127,77
tm138672,233
ts41948,38
ts38809,233
tm253083,233
tm316731,233
tm244403,233
ts79799,233
tm139194,233
tm139194,38
tm245671,105
tm235227,233
tm233317,233
tm239733,101
ts38568,233
ts37944,75
ts42137,233
ts35987,233
tm123789,233
ts53155,77
ts38770,233
ts42038,233
tm244381,38
tm233533,233
ts42119,233
ts76079,75
tm166321,233
tm214825,233
tm238661,233
tm238661,38
tm238661,77
tm142881,233
tm243121,233
tm270504,77
tm239707,233
tm242736,233
tm267948,68
ts41995,13
ts76956,13
ts54028,109
tm208903,38
tm208903,233
tm136061,75
tm136061,77
tm201222,197
tm201222,38
tm201222,70
tm201222,75
tm201222,57
tm215638,22
tm205437,233
ts78325,233
tm247642,59
tm247642,233
tm219276,233
tm135543,233
tm135543,75
tm233544,233
ts11670,233
ts42090,233
ts86021,75
ts42257,122
ts35406,38
ts128895,114
tm245724,75
tm138792,233
tm244880,38
tm244880,233
ts37660,122
ts119087,36
ts41258,122
tm308241,233
ts81483,75
tm221225,77
ts37896,77
ts52943,122
ts21979,75
tm205870,75
tm244052,233
ts36547,157
ts84398,105
ts77654,233
tm232953,233
tm240007,233
tm233493,233
ts39014,114
tm140436,137
tm140436,233
ts38764,75
ts54110,102
ts54156,233
tm213681,122
tm228242,233
ts38230,191
ts51368,233
tm209950,233
tm205935,77
tm205935,233
tm244134,233
tm271070,38
tm271070,48
tm271070,75
tm267135,31
tm233616,233
tm211510,233
tm157283,157
tm219173,233
tm244507,10
tm244507,68
tm218052,105
tm214085,233
tm229542,233
tm335263,999
ts66540,102
tm253080,75
tm241314,233
ts75829,233
ts56674,233
tm282915,114
ts35360,38
ts35360,233
tm246870,38
tm246870,233
ts35359,57
ts35359,13
ts35359,75
tm266844,233
ts37779,77
tm238748,233
tm193125,233
ts42089,233
ts42075,225
ts43272,114
tm300713,114
ts41883,122
ts36630,233
ts41260,122
ts39017,233
tm229140,233
ts38757,233
tm290444,122
tm200454,105
ts35596,233
ts144323,233
tm275800,10
tm275800,68
ts42218,49
ts38512,233
tm233561,77
tm232950,202
tm232950,56
tm139870,233
tm266628,233
ts41294,103
tm267429,233
ts43501,77
ts42628,233
ts36740,233
tm233344,105
ts53076,233
ts53106,114
ts53106,233
ts41253,48
tm244915,105
ts38717,114
tm239947,233
tm236999,68
ts58068,77
tm218186,233
tm242755,233
ts38805,13
tm193388,105
tm242002,233
ts52988,233
tm220317,233
tm201365,105
ts38761,122
tm244638,233
tm232954,233
ts56748,233
tm225275,233
tm227922,233
ts43230,13
ts56032,49
tm272413,233
ts55559,233
tm244513,187
tm244513,75
tm234136,12
ts75324,49
tm239762,233
tm132524,233
tm245297,233
ts54100,233
ts54100,110
tm224377,177
tm217939,75
tm193211,225
ts31593,122
tm234292,157
ts74917,13
ts35463,233
tm281182,233
tm242422,75
tm245148,233
tm272854,105
tm350159,164
tm224275,187
tm224275,183
tm224275,2
tm224275,75
tm224275,113
tm224275,127
tm195764,233
tm211478,105
tm195870,233
tm246056,233
ts55966,233
tm240895,233
tm246579,233
tm243849,233
tm211461,137
tm211461,75
ts86831,103
tm239290,177
ts74753,13
tm233157,48
tm230524,31
tm238829,233
tm238829,38
ts53065,122
ts54010,122
tm242687,166
tm246175,197
ts38772,122
ts83224,166
ts53149,122
tm240162,105
ts57705,98
tm242646,68
tm242646,75
tm225675,233
tm233023,233
tm197503,105
ts74929,75
tm220473,233
tm225693,233
ts54022,114
ts43258,105
ts55365,122
tm199987,233
ts42011,38
tm241998,105
tm421855,233
tm231314,68
ts55223,13
ts41154,68
tm227029,68
ts41899,122
ts82327,191
tm244559,197
tm244559,233
tm245102,68
ts35505,12
tm201906,75
tm201906,20
tm248010,164
tm239774,233
tm252245,212
tm252245,77
ts56221,48
tm245235,233
ts38812,233
tm232832,167
tm232832,197
tm227042,105
tm243931,31
tm233843,105
ts43341,114
ts82582,198
tm215054,233
tm247644,57
ts38769,233
ts42155,233
tm526163,105
tm239739,105
ts52981,233
ts87465,77
ts52825,48
ts107658,114
ts107658,233
ts42260,233
ts43119,233
tm311494,110
tm221883,38
tm233196,233
ts127430,233
tm376111,233
tm246543,84
tm246543,75
tm227523,164
tm321189,10
tm219699,105
tm270555,233
tm270555,12
tm316567,114
tm321785,105
tm283938,189
tm228839,225
tm272012,38
tm219817,105
tm230426,233
tm239769,233
tm208628,105
tm66466,105
tm228657,166
tm245155,2
tm232930,105
tm245722,233
tm245911,68
tm244079,157
tm266629,233
ts52950,228
tm215911,105
tm232855,177
tm257629,233
tm234773,77
tm208713,105
tm218683,999
tm234466,31
ts78442,233
tm340927,105
tm311456,225
tm238717,193
ts42347,233
tm233015,105
tm211273,233
tm230927,233
tm273933,233
tm245293,105
tm270982,166
ts51367,38
tm274053,233
tm137557,77
tm315345,40
tm207668,105
tm193378,233
ts21876,48
tm275726,157
tm307997,57
ts55556,228
tm149212,75
tm149212,184
tm149212,197
tm149212,59
tm149212,31
tm239933,157
tm327551,68
tm327551,59
tm233366,105
ts75897,233
tm263743,101
tm494288,164
tm247631,225
tm271974,57
tm246485,105
